company_name,category,description,class_types,minimum_age,maximum_age,age_range_display,parental_requirement,address,eircode,latitude,longitude,days_of_week,start_time,end_time,term_structure,price_amount,price_currency,pricing_basis,pricing_details,website_url,booking_url,email_address,phone_number,facilities,source_urls,date_verified,verification_status,image_url
Moo Music Wicklow,"Movement & Play, Playgroups, Music, Sensory/Messy Play","Hello and welcome to Moo Music Wicklow! The home of MOOsical fun for the under 5's. We sing, we dance, we moove, we learn and we have fun! Moo Music is a great fun and interactive regular music session for 0 to 5 year old children and their parents, grandparents or carers too, where the children sing, dance, play, learn and have fun while doing it. Music is an essential part of every child’s development and the 125+ original Moo Music songs used at the sessions are positive, uplifting, fun and educational. The interactive sessions will help your child gain confidence and develop memory, language and coordination skills in an exciting, enjoyable and multi-sensory way. It’s a great way to make new friends - both for the children and the adults too! At the moment we are running the following classes: 👶🏻 👶🏻 Baby Moo (non-walkers) 👧🏻🧒🏻 Mini Moo (little ones confidently walking) 👶🏻👧🏻 Mixed Moo (all ages) 👶🏻👧🏻 Moosical Messy Play (9 Months - 5 years) We run classes in Preschools and local playgroups as well as public classes on Wednesdays, Thursdays, Fridays and Saturdays. We also provide party entertainment for under 6's.",[],,,"6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",,"Wolfe Tone Community Centre, Vevay Road, Oldcourt, Bray, County Wicklow, Ireland Kilcoole Community Centre, Lott Ln, Kilcoole, Co. Wicklow, Ireland Newtown Mt. Kennedy Community Centre, Newtown Mount Kennedy, Co. Wicklow, A63 CX44, Ireland Angel Acrobatics, Killarney Rd, Bray, Co. Wicklow, A98 FW08, Ireland",,53.19309,-6.1077,[],,,,,EUR,PAYG: 12€; Additional sibling PAYG: 6€; Block Book Term: 31.50€,,https://moomusic.ie/areas/moo-music-co-wicklow/,,wendy@moomusic.ie,0877373781,[],"['https://moomusic.ie/areas/moo-music-co-wicklow/', 'https://totsspots.com/listing/moo-music-wicklow/']",,True,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/08/inbound3682602162554193611-150x150.webp?crop=1
Mum & Baby Club,For Parents,"We are offering space for mums to train on Tuesdays & Thursdays at 10am. We focus on reconnecting the core & pelvic floor, progressing to rebuilding strength which will lead to a return to impact. 👉Mums get to work out while babies can hang out in their car seats or play on our baby mats. Pre walkers only for this session. Class can be adapted for pregnant ladies too. No matter where you are in your pre or post natal journey you are welcome to join us. First visit is free. **You must be 6 weeks post partum (10 weeks C-section ) and have clearance from either your midwife, doctor or physio to exercise in order to join.",[],,,"0-6 months, 6-12 months",,"Coolahullin, County Wicklow, Y14 PW97, Ireland",,52.84589,-6.29786,[],,,,,EUR,Pay As You Go: 15€; 6 week term (2 classes per week): 150€,,https://www.instagram.com/coletteomalleypt/,,colette_omalley@yahoo.co.uk,0870025360,[],"['https://www.instagram.com/coletteomalleypt/', 'https://totsspots.com/listing/mum-baby-club/']",,True,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Musical Maestros Wicklow,"Playgroups, Music","Musical Maestros offers age specific music classes for babies and toddlers in Wicklow Town 🎶🥁👶Fun, friendly, interactive music class for you and your baby and/or toddler in Wicklow Town! Classes include live piano, bubbles, puppets, stories, parachute, action songs, nursery rhymes, instruments and all songs are sung live! A fab way to spend some one on one bonding time with your little one 😊 And a great way for little ones to mix with their peers too. Location: SpotLight Studios, The Anchorage, Corporation Murragh, Wicklow, A67 XR58 Day/Time: Currently Monday and Friday Mornings - check my instagram to stay up to date with Terms.",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old",,"The Anchorage, Corporation Murragh, Wicklow, A67 XR58, Ireland",,52.98179,-6.03912,[],,,,,EUR,,,https://totsspots.com/listing/music-class-for-kids-wicklow/,,,,[],['https://totsspots.com/listing/music-class-for-kids-wicklow/'],,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
"Newtownmountkennedy Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Newtown Mount Kennedy Primary School Parent, Baby & Toddler Group meets every week during term time. To register your interest you must call Aisling Gillick 086 2434741 The group offers parents a chance to meet new parents/carers while the kids get a snack, play, practicing rhyming and listen to stories. Day/Time: Every Thursday from 9.00-10.00 (during term time) Location: Newtownmountkennedy Primary School, Newtown Mt. Kennedy, Newtown Mount Kennedy, Co. Wicklow, A63 YW86 ☎️ Contact Aisling Gillick to register your interest 086 2434741",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",,"Newtown Mount Kennedy, County Wicklow, A63 YW86, Ireland",,53.09035,-6.11357,[],,,,,EUR,,,https://totsspots.com/listing/newtownmountkennedy-baby-toddler-group/,,,086 2434741,[],['https://totsspots.com/listing/newtownmountkennedy-baby-toddler-group/'],,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Scoil Rince Fáinne Irish Dancing for kids,Dance,"Irish dance classes for boys & girls age 3+ Classes available in two locations Tuesday from 5.00pm - New Court School Hall Friday from 4.30pm - Bray Bowl Studios First class free Scoil Rince Fáinne established Irish Dance school in Bray, Regional, All Ireland winners and World Cup and medal holders. Classes thought by three champion teachers. Garda vetted and insured. Classes for beginners to champion dancers.",[],,,"3 year old, 4 year old, 5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old, 12 year old, 13 year old, 14 year old, 15 year old",,"Bray, County Wicklow, A98 E6X4, Ireland",,53.20483,-6.10198,[],,,,,EUR,Classes payable by term,,https://totsspots.com/listing/scoil-rince-fainne-irish-dancing-for-kids/,,louiseroesrf@gmail.com,0862564211,[],['https://totsspots.com/listing/scoil-rince-fainne-irish-dancing-for-kids/'],,True,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/08/IMG_0271-150x150.webp?crop=1
Snuggle Bugs Sensory Play,"Playgroups, Sensory/Messy Play, Movement & Play, Baby & Toddler Group","Snuggle Bugs Sensory Play is based in St. Brigids Hall, Rathnew. We welcome moms/ dads/ nannies/ minders and all the special ones in your little ones’ life. Come spend 75 minutes, quality time together doing carefully planned, developmental and age appropriate, fun, playful activities. Learning through play is what it is all about!!!",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old",,"Commons, County Wicklow, A67 X583, Ireland",,52.99289,-6.08051,[],,,,,EUR,First Class: Free€; Term (per week): 12 €,,https://www.snugglebugssensoryplay.com/,,adminsnugglebugs@icloud.com,0831187851,[],"['https://www.snugglebugssensoryplay.com/', 'https://totsspots.com/listing/snuggle-bugs-sensory-play/']",,True,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/01/style-sheet-17-150x150.webp?crop=1
Soccer Stars Southeast - Co. Wicklow,Football,"🥅⚽ Soccer Stars Southeast: Football Lessons for Kids Aged 1.5 to 5 Years ⚽🌟 Are you ready to introduce your little one to the exciting world of soccer? Our fun and engaging soccer lessons are specially designed for kids aged 1.5 to 5 years. At Soccer Stars, we help your child develop essential physical skills like coordination, balance, and agility while introducing the fundamentals of physical activity in a pressure-free, social, and fun environment. With trained coaches guiding the way, your child will gradually progress to more advanced skills. 🌟 Sign Up Anytime – It’s Easy! Join us when it suits you! Simply visit www.soccerstars.ie to explore class schedules and locations, or email us for more details. 🎉 Don’t wait – your child’s soccer adventure starts here! 🎉 We have classes currently in Wexford, Wicklow and Waterford.",[],,,"1 year old, 2 year old, 3 year old, 4 year old, 5 year old, 6 year old",,"Bray, County Wicklow, Ireland Greystones, County Wicklow, Ireland",,53.20106,-6.11105,[],,,,,EUR,Soccer Stars Lessons: 50€,,https://soccerstars.ie,,southeast@soccerstars.ie,0834335518,[],"['https://soccerstars.ie', 'https://totsspots.com/listing/soccer-stars-southeast-co-wicklow/']",,True,https://totsspots.com/wp-content/uploads/2025/11/WhatsApp-Image-2025-08-08-at-14.27.28-1-7-150x150.webp?crop=1
Spotlight Studios,"Dance, Music, Art & Crafts, Drama","Spotlight Studios offers fun and rewarding classes for everyone - children, teens and adults alike. From Performing Arts to Film & TV Creation, Acrobatic Arts, Sewing, Costume Design, Singing and lots, lots more. Parents are not required to stay, Only for the art classes do we recommend older types clothing for spills etc",[],,,"3 year old, 4 year old, 5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old, 12 year old, 13 year old, 14 year old, 15 year old",,"Corporation Murragh, Wicklow, A67 XR58, Ireland",,52.98152,-6.03902,[],,,,,EUR,Tiny Dancers: 7.50€; Broadway babies: 7.50€; Mini Acro: 11.50€,,https://www.spotlightstudios.ie/,,info@spotlightstudios.ie,0851117005,[],"['https://www.spotlightstudios.ie/', 'https://totsspots.com/listing/spotlight-studios/']",,True,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/09/inbound7662455624823507856-150x150.webp?crop=1
The Yoga Barre,Yoga & Wellness,"Mum and Baby Yoga Barre classes are for women who have given birth recently and are looking for a fun and relaxed yoga class where they can bring their baby along too. The classes help Mums to gently ease back into shape, get a great stretch and have fun with their baby. It is also very social, where you can listen to other Mums advice and tips, learn some yoga for you and your baby and start to strengthen your pelvic floor and stomach muscles and relieve tension in your back. You don’t need to bring anything with you, just wear comfortable clothes. Come after you and your baby’s six week check up and let your GP know you are attending the classes. We also provide a wonderful Mum and Baby Barre class with our sister company The Yoga Barre, which is a little bit more active than yoga. Classes are on Wednesday @ 11am",[],,,"0-6 months, 6-12 months",,"Kilcoole, County Wicklow, A63 F1C6, Ireland",,53.10526,-6.06426,[],,,,,EUR,Mum & Baby Yoga: 150€,,https://theyogabarre.ie/,,info@theyogabarre.ie,+353 83 842 1477,[],"['https://theyogabarre.ie/', 'https://totsspots.com/listing/the-yoga-barre/']",,False,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/06/The_Yoga_Barre_Logo_Retina_v2-150x102.webp
Tinahely Parent Baby and Toddler Group,"Playgroups, Baby & Toddler Group","Come along to our monthly Parent Baby ant Toddler Group at ""The Farm Shop"" Tinahely, Co Wicklow. On occasion the group is hosted by people like Claire from ""Wellness by Meadows"" who teaches Baby Massage and Baby Reflexology Classes. We will meet once a month 10.30-11.30 am in ""The Farm Shop"" cafe. Tea/ Coffee and Scone €5.95 Afterwards if parents would like to use ""The Play Barn"" fun facilities the cost is €7.50 per child +16months It will be a lovely way to meet other Parents, babies and toddlers in your area. Stay up to date with the group on social media.",[],,,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",,"Coolross, County Wicklow, Y14 V386, Ireland",,52.7963,-6.46786,[],,,,,EUR,Tea/Coffee and Scone: 5.95€; The Play Barn (+16 months) per child: 7.50 €,,https://totsspots.com/listing/tinahely-parent-baby-and-toddler-group/,,,,[],['https://totsspots.com/listing/tinahely-parent-baby-and-toddler-group/'],,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Turtle Tots Swimming Classes - Wexford/Wicklow,Swimming,"Turtle Tots lessons are truly child-centred. Each child is nurtured and activities are adapted to meet each individual’s needs. By the time you have reached the end of our baby programme we have taught you all the separate techniques and practices necessary for independent swimming. Our highly trained and skilled teachers ensure lessons are fun and sociable for everyone, whilst teaching your child essential life-saving skills. Babies from 3 months to 4.5 year olds can partake in Turtle Tot swimming lessons.",[],,,"6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",,"Ferrybank, Arklow, County Wicklow, Y14 DX02, Ireland Southknock, New Ross, County Wexford, Y34 KR62, Ireland Townparks, Wexford, Y35 FP9P, Ireland Verosland, New Ross, County Wexford, Y34 X045, Ireland Wexford Bridge, Ferrybank South, Wexford, Ireland",,52.80306,-6.14344,[],,,,,EUR,Classes From: 21€,,https://www.turtletots.ie/licensee/turtle-tots-ireland/,,,,[],"['https://www.turtletots.ie/licensee/turtle-tots-ireland/', 'https://totsspots.com/listing/turtle-tots-swimming-classes-wexford-wicklow/']",,False,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Twinkle Kids Wild Wonderers Outdoor Playgroup,"Playgroups, Sensory/Messy Play, Movement & Play, Baby & Toddler Group","Step into a world of outdoor wonderment as we invite you and your little ones to join our enchanting nature-inspired playgroups at Twinkle Kids! Designed for children aged 0-4 years old, our playgroups promise to ignite their curiosity, imagination, and love for the great outdoors. What to Expect: 🌿 Themed Mud Kitchen: Let your tiny chefs get their hands dirty as they whip up mud pies, create culinary masterpieces, and explore the delightful messiness of mud play. 🏖️ Sand Area: Dig, build, and discover in our sandy paradise, where your little architects can construct sandcastles and embark on sandy adventures. 🔨 Construction Zone: Watch as your budding builders use their creativity and fine motor skills to construct and deconstruct in our construction area filled with blocks, tubes, and more. 🌎 Small World Play: Immerse your children in miniature worlds where they can engage in imaginative storytelling and embark on exciting journeys with toy figures. 💧 Water Play: Dive into sensory exploration with our water play area, where splashes, ripples, and floating fun are all part of the adventure. 📚 Cozy Corner: Take a break and snuggle up in our cozy corner, where your little bookworms can lose themselves in captivating stories and engage in quiet play. 🎨 Messy Play and More: Our messy play activities promise a world of tactile exploration and creative expression. Notes for Parents: Please ensure your child wears appropriate clothing. We will be outdoors exposed to the elements so please wear appropriate raingear/sunscreen/sun hat and bring a change of clothes for your child. A towel is also advised. Snacks are allowed at outdoor play but PLEASE bring all rubbish home and watch out for falling snacks! We like to leave no trace and protect nature as best we can :) There are lots of climbing opportunities at Twinkle Kids in the form of tree stumps, roots and our climbing frame. Twinkle Kids bears no responsibility for injuries caused at any of our sessions. Parents /guardians must supervise their children at all times.",[],,,"6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old, 6 year old, 7 year old",,"Russborough House, Russborough, Blessington, County Wicklow, Ireland",,53.14121,-6.56987,[],,,,,EUR,Term Weekday (6 Weeks): 120€,,https://www.twinklekids.ie,,info@twinklekids.ie,,[],"['https://www.twinklekids.ie', 'https://totsspots.com/listing/twinkle-kids-wild-wonderers-outdoor-playgroup/']",,True,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/08/Where-Wonders-Grow-150x150.webp?crop=1
