Title,URL,Tagline,Description,Categories,Ages Detail,Region,Address,Latitude,Longitude,Phone,Email,Website,Facebook,Instagram,Other Links,Pricing,Verified,Promoted,Listing Type,Thumbnail
"Ballinfoile Parent, Baby & Toddler Group",https://totsspots.com/listing/ballinfoile-parent-baby-toddler-group/,Ballinfoile Baby & Toddler Group,"Ballinfoile Parent, Baby and Toddler Group in Galway.
The group is a relaxed and fun environment for parents, carers and children from birth to 4 years old. Group members can enjoy fun play and activities with their child and keep up to date with topics of interest!
📍Location: Ballinfoile Castlegar Neighbourhood Centre, Headford Road, Ballinfoile, Galway, H91PN50
🗓️⏰Time: Every Wednesday from 9.30am -11:00am (during school term)
💶 Cost: FREE
🧸Contact Details: you can contact roselyn.carroll@gmail.com for any queries","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",Galway,"Galway, H91 PN50, Ireland",53.29363,-9.03513,,roselyn.carroll@gmail.com,https://bcnc.ie/,https://www.facebook.com/profile/100064779126341/search?q=toddler&filters=eyJycF9jaHJvbm9fc29ydDowIjoie1wibmFtZVwiOlwiY2hyb25vc29ydFwiLFwiYXJnc1wiOlwiXCJ9In0%3D,,,Per Family: FREE€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/03/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-2-2-150x150.webp?crop=1
Ballybane Library - Toddler Group / Junior Book Club,https://totsspots.com/listing/ballybane-library-baby-and-toddler-group-2/,Rhyme Time/ Junior Book Club at Ballybane Library,"Ballybane Library has fantastic groups on offer for families and children.
📍Location:  Ballybane Library, Castlepark Rd, Galway
💶 Cost: € FREE per Family
🧸Contact Details: you can contact ballybane@galwaylibrary.ie for any queries
Rhyme Time at Ballybane Library in Galway
Rhyme time is fun hour for parents and toddlers to bond over stories, songs and rhymes
🗓️⏰Time: Every  Friday at 11:00
Junior Book Club
""The Find Outers"" book club is for children aged eight to eleven to read and discuss books
🗓️⏰Time:  The third Saturday of every month at 14:30.","Playgroups, Breast Feeding, Storytime, Reading/Writing, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 8 year old, 9 year old, 10 year old, 11 year old",Galway,"Castlepark Rd, Galway, Ireland",53.28261,-9.0041,091 509244,ballybane@galwaylibrary.ie,https://galway.spydus.ie./cgi-bin/spydus.exe/MSGTRN/WPAC/HOME,https://www.facebook.com/librariesgalway,,,Per Family: FREE€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/03/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-2-2-1-1-1-1-1-2-1-1-1-1-2-1-1-2-1-1-1-150x150.webp?crop=1
"Ballygar Parent, Baby & Toddler Group",https://totsspots.com/listing/ballygar-parent-baby-toddler-group/,Ballygar Baby & Toddler Group,"Ballygar Parent, Baby and Toddler Group in Galway.
Come along and get to know other parents in your community over a cup of tea. The children get to play and explore in a safe environment. This is a drop in group so no commitment to attend every week.
📍Location: Old  School Building, Market Square , Ballygar, Galway  F42 YA62
🗓️⏰Time: Every Tuesday from 11.00am -1:00pm (during school term)
💶 Cost: FREE
🧸Contact Details: you can contact Danielle on 087 1377 908 for any queries
** Note there is no social media to stay up to date for this group","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Galway,"Ballygar, County Galway, F42 YA62, Ireland",53.52351,-8.32592,087 1377 908,,,https://www.facebook.com/profile/100064718496831/search?q=toddler&filters=eyJycF9jaHJvbm9fc29ydDowIjoie1wibmFtZVwiOlwiY2hyb25vc29ydFwiLFwiYXJnc1wiOlwiXCJ9In0%3D,,,Per Family: FREE€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/03/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-2-2-1-150x150.webp?crop=1
Buggies and Brews Craughwell,https://totsspots.com/listing/buggies-and-brews-craughwell/,Weekly meet up for a walk and Coffee afterwards,"Join us for a weekly morning meetup! We will take a walk with the buggy and enjoy some coffee afterward, providing a great chance to connect with other parents in the area.
Join our Facebook group Buggies and Brews Craughwell for more details on locations, days times and other activities.
Open to Mums/ Dads and all Caregivers.","Social, For Parents","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old",Galway,"Craughwell, County Galway, Ireland",53.23027,-8.73477,,,https://www.facebook.com/share/g/16WQjC7tba/,https://www.facebook.com/share/g/16WQjC7tba/,,,Cost: Free€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Buggy Buddies Exercise Classes in Galway,https://totsspots.com/listing/buggy-buddies-exercise-classes-in-galway/,Outdoor group postnatal exercise classes in Galway,"Buggy Buddies is a friendly, supportive physical activity programme for women with babies and young children who want to return to exercise safely after having a baby. Delivered by Galway Sports Partnership, these classes are free or low‑cost and take place weekly in indoor and outdoor community settings across Galway.
Classes are led by qualified and experienced postnatal tutors and are designed to be family‑friendly, with no need for childcare. Babies and toddlers can come along in their buggies and be part of the class, making it easier for parents to take time for their own wellbeing.
Each session includes a gentle mix of:
Light cardiovascular exercise
Breathing and relaxation techniques
Pelvic floor exercises
Postnatal strength and mobility work
All exercises are tailored to support postnatal recovery, helping participants build confidence, strength and fitness at their own pace. While the main focus is on postnatal wellbeing, childcarers and parents are also welcome to take part.
Buggy Buddies also supports social connection. A WhatsApp group is set up for each programme, giving participants the opportunity to stay in touch, share support and arrange walks or meet‑ups once the programme has finished.
Buggy Buddies is funded by the HSE and Women in Sport through Sport Ireland.",For Parents,"6-12 months, 1 year old",Galway,"Galway City, County Galway, Ireland",53.27056,-9.05668,091 509670,galwayactive@galwaycoco.ie,https://www.galwayactive.ie/programme/11/buggy-buddies,,,,Buggy Buddies 6 week programme: low cost or free €,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/05/GSP-Landscape-Logo-150x150.webp?crop=1
"Claregalway Parent, Baby & Toddler Group",https://totsspots.com/listing/claregalway-parent-baby-toddler-group/,Claregalway Baby & Toddler Group,"Claregalway Parent, Baby and Toddler Group in Galway.
All mums, dads, carers and grandparents welcomed to bring their babies, toddlers and preschoolers. There are plenty of toys to play with and it is a great opportunity for kids to socialise. Tea, coffee and refreshments will be served.
📍Location: Claregalway Community Center, Lakeview, Claregalway, Co. Galway, H91 THH4
🗓️⏰Time: Every Tuesday 10.00 - 12.00  (during school term)
💶 Cost: €2 per family
🧸Contact Details: you can contact fi.dwyer@gmail.com for any queries
** Note: their social media hasn't been updated since SEPT 2024","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Galway,"Lakeview, County Galway, H91 THH4, Ireland",53.33752,-8.93905,,fi.dwyer@gmail.com,,https://www.facebook.com/people/Playgroup-Claregalway/100007250145221/?_rdr,,,Per Family: 3€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/03/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-2-2-1-1-1-150x150.webp?crop=1
"Corofin Parent, Baby & Toddler Group",https://totsspots.com/listing/corofin-parent-baby-toddler-group/,Corofin Baby & Toddler Group,"Corofin Parent, Baby and Toddler Group in Galway.
Is a fun place for baby and kids to play with lots of toys to choose from. It is a great place to meet other mums, dads, grandaprents and carers too while having a cup of tea and a chat. The group has festive fun for events such as Halloween and Christmas too. The class operates a drop in model so come along when you are free.
📍Location:  Dr Duggan Hall, Ballybanagher, Corrofin, Co. Galway
🗓️⏰Time: Every Wednesday 9.15 - 11.45 (during school term)  (The group sometimes runs a Saturday session too)
💶 Cost: €5 per family
🧸Contact Details: you can contact maireflaherty@gmail.com for any queries","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Galway,"Ballybanagher, Co. Galway, Ireland",53.44258,-8.85662,,maireflaherty@gmail.com,,https://www.facebook.com/corofincommunityplaygroup/,,,Per Family: 5€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/03/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-2-2-1-1-1-1-150x150.webp?crop=1
Craughwell Baby & Toddler Group,https://totsspots.com/listing/craughwell-parent-baby-toddler-group/,Craughwell Baby & Toddler Group,"Craughwell Parent, Baby and Toddler Group in Galway.
Mums, dads, grandparents & carers welcome. The group is suitable for Baby, toddlers and Preschoolers. A great set up with plenty of toys  and mats for the babies. There is plenty of tea and great chat on offer too so why not pop down?
📍Location:  St Michaels Community Centre Craughwell, Ireland H91 X028
🗓️⏰Time: Every Tuesday 10.00 - 12.00 (during school term)
💶 Cost: €4 per family
🧸Contact Details: you can contact the group through facebook for any queries","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Galway,"Craughwell, County Galway, H91 X028, Ireland",53.23298,-8.7401,,,,https://www.facebook.com/CraughwellToddlerBabyGroup/,,,Per Family: 4€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/03/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-2-2-1-1-1-1-1-150x150.webp?crop=1
Flying High Fitness,https://totsspots.com/listing/flying-high-fitness-toddler-class/,"Classes for children. Play, exercise, explore!","Parent and toddler group for little ones, at our Limerick and Galway locations!
Children get to play, and explore the world of aerial fitness. Stories and songs for the youngest ones, as well as relaxation in aerial hammock!
Tea and coffee for parents/guardians.
Booking essential!
Tuesday 10 am in Limerick - V94 C796
Thursday 10am and Saturday 11.15 am Galway -  H91 YC61
Contact us by email 📧  info@flyinghighfitness.com","Gymnastics, Movement & Play","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old",Galway,"Galway, H91 YC61, Ireland  Monaclinoe, Limerick, V94 C796, Ireland",53.2928,-8.98873,,info@flyinghighfitness.com,https://www.flyinghighfitness.com/?fbclid=PAZXh0bgNhZW0CMTEAAaZvOhCgrE1j5fODDoHXUHV844Fe7CTq_sJjrKqqNu29VmvfcMKTakBVjKE_aem_IrZUwBr2WDmhZRqIrOzXLQ,,,,Price per term- 4 classes: 45.00€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/09/inbound7098893175870838819-150x150.webp?crop=1
Football Fun & Development - Ballinfoile,https://totsspots.com/listing/football-fun-development-ballinfoile/,Football Fun & Development - FREE 3 week trial!,"Every week we run Football Fun & Development for 5- to 12-year-olds. We would love to welcome you and your child along for a 3-week free trial period to see if they enjoy it.
Perfect for boys and girls of any ability, our unique sessions create an incredible environment where children can express themselves, play, make friends and have fun.
During our Football Fun and Development sessions, we teach more than just football skills. We believe in using football as a vehicle for child development and also teaching fantastic values like teamwork, trust, respect, effort and kindness.
At the FFF, we believe that it is the coaches who should be on trial, not the children. ⁠Come and see if you enjoy what we have to offer, book your free trial at your chosen location below:
📍 Ballinfoile - Tuesdays",Football,"4 year old, 5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old, 12 year old",Galway,"Galway, H91 PN50, Ireland",53.29363,-9.03513,,jack@thefootballfunfactory.co.uk,https://thefootballfunfactory.co.uk,https://www.facebook.com/jtfootballfunfactory/,https://www.instagram.com/jt_football_fun_factory/,,,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2025/05/HighResLogo-150x150.webp?crop=1
Football Fun & Development - Renmore,https://totsspots.com/listing/football-fun-development-renmore/,Football Fun & Development - FREE 3 week trial!,"Every week we run Football Fun & Development for 5- to 12-year-olds. We would love to welcome you and your child along for a 3-week free trial period to see if they enjoy it.
Perfect for boys and girls of any ability, our unique sessions create an incredible environment where children can express themselves, play, make friends and have fun.
During our Football Fun and Development sessions, we teach more than just football skills. We believe in using football as a vehicle for child development and also teaching fantastic values like teamwork, trust, respect, effort and kindness.
At the FFF, we believe that it is the coaches who should be on trial, not the children. ⁠Come and see if you enjoy what we have to offer, book your free trial at your chosen location below:
📍 Renmore - Wednesdays",Football,"5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old, 12 year old",Galway,"Galway, H91 W259, Ireland",53.27591,-9.01643,,jack@thefootballfunfactory.co.uk,https://thefootballfunfactory.co.uk,https://www.facebook.com/jtfootballfunfactory/,https://www.instagram.com/jt_football_fun_factory/,,,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2025/05/HighResLogo-150x150.webp?crop=1
