Title,URL,Website,Phone,Description,Address,Latitude,Longitude,Categories,Dublin Zone,Book Now URL,Added Date,Image URL
Melissa Curry,https://dublincitymum.ie/listing/melissa-curry/,https://www.melissacurry.com/,,"Melissa Curry | is an internationally renowned jewellery designer whose bold, mood-boosting accessories have made waves around the world. Rooted in her Irish heritage, Melissa draws inspiration from colour, art, travel and nature, blending childhood memories of Sligo with a cosmopolitan design sensibility. Her recent work centres on purpose and empowerment—creating jewellery that isn’t just beautiful, but meaningful, designed to uplift and connect. From bold collections to travel-retail opportunities, every piece reflects her mission to celebrate style, strength and story.",,,,Jewellery Designers,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_26-10-2025_9116_www.instagram.com_-740x600.jpeg
Mellow Child Sleep Solutions,https://dublincitymum.ie/listing/mellow-child-sleep-solutions/,https://www.mellowchild.ie/,,"When your nights feel endless and the phrase “sleeping through the night” sounds like a fairy tale, | Mellow Child Sleep Solutions | might just restore some sanity (and energy!) to your family life. Founded by Marie, a mum of two and certified Child Sleep Consultant based in Co. Monaghan, she supports families with babies, toddlers, and preschoolers (4 months–6 years) to build routines that actually work. Her approach is practical, personalised, and based on evidence—no one-size-fits-all here. Whether you’re after calmer bedtimes, better nap routines, or fewer night wakings, she’ll create a plan tailored to your child’s temperament and your family’s parenting style.",Online,,,Sleep Consultants,,,,https://dublincitymum.ie/wp-content/uploads/2025/09/Screenshot-323.png
Merrion Square,https://dublincitymum.ie/listing/merrion-square/,https://www.dublincity.ie/parks-and-nature/dublin-city-parks/visit-park/merrion-square-park,,"Oscar Wildes’ short story ‘The Selfish Giant’ forms the theme for this captivating playground in the heart of our city. There is a bespoke 8 metre tall play unit with outreaching arms to welcome the children into the playground. It’s suitable for kids of all ages, with swings for babies and huge climbing frame play unit a with slide for the older kids. Another standout piece is the smaller ‘Giant’, which doubles as a seating area. | Double this up with a trip to the | National Gallery | across the road, for lunch in the cafe, (Handy too as there are no toilets in the park).","Merrion Square South, Dublin 2, Ireland",53.339047,-6.249983,Parks + Playgrounds,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Merrion-800x600.jpg
Messy Adventures,https://dublincitymum.ie/listing/messy-adventures/,https://www.messyadventures.ie/parties,,"Host an Unforgettable Party at | Messy Adventures. | Looking for somewhere truly special to celebrate your child’s big day? At Messy Adventures, you can hire their exclusive Role Play Village for a fun-filled and stress-free party that everyone will love. The team takes care of the details, so you can relax and enjoy the celebration. | They offer flexible party times — 10 am–11:30 am (self-catering), 12:30 pm–2 pm, or 3 pm–4:30 pm — to suit your weekend schedule. Choose from two great packages: Self-Catering Party, which includes one hour of play and 30 minutes for food (up to 15 children included), or Catered Party, featuring delicious wood-fired sourdough pizzas from Pomodorino, unlimited drinks, digital invitations, and a free return visit for the birthday child. | Located at Fingallians GAA Club in Malahide, Messy Adventures is the perfect setting for imaginative play and unforgettable memories. Get in touch at | hello@messyadventures.ie | to check availability and start planning a party your little one will adore.","Malahide, County Dublin, Ireland",53.450924,-6.150138,Party Venues,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/IMG_8909-800x600.jpeg
Messy Fun,https://dublincitymum.ie/listing/messy-fun/,https://messyfun.ie/,,"Messy Fun | Messy Fun is a sensory play class designed especially for babies and toddlers that gives children the opportunity to experience a wide range of sensory experiences. Prepared solutions such as fingerpaint, slime and gloop give children a wonderful opportunity to experiment with different textures and materials. During messy play, babies and toddlers are developing eye hand coordination and fine motor skills. What looks like a mess on the surface is truly a learning experience for your child. For adults, messy play can be a lot of work and feel stressful. However, there are many benefits to messy play. Early childhood education experts say that play is the work of the child. This is true for all kids, but especially for babies and toddlers. Don’t be afraid of the mess. Roll up your sleeves and enjoy some messy play time with your little one. | Keep an eye on Messy Fun’s social media pages for themed events throughout the year (Halloween, Easter etc.).","Terenure Business Park, Beechlawn Way, Terenure, Dublin 6W, Co. Dublin, D6W AV82",,,Baby + Toddler Classes,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/messy-800x600.png
MessyFun,https://dublincitymum.ie/listing/messyfun/,https://messyfun.ie/index.php/parties/,+353834216972,"MessyFun offers a delightful sensory play experience for young children, fostering creativity and developmental growth in a safe, child-led environment. Located in Terenure Business Park, Dublin, their sessions feature eight engaging themed stations—such as rainbow, underwater, construction, and glow-in-the-dark zones—designed to stimulate tactile exploration and imagination. Each 1-hour class is thoughtfully structured to support fine motor skills, hand-eye coordination, and social interaction, all while keeping the mess contained and enjoyable. | MessyFun also hosts themed birthday parties for children aged 9 months to 5½ years, offering exclusive use of the venue, unlimited art supplies, and a dedicated play area, allowing parents to relax and enjoy the celebration. With a focus on fun and developmental benefits, MessyFun provides a memorable and enriching experience for both children and their families.","Dublin, Ireland",53.349801,-6.260296,Party Entertainers,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-262.png
MessyFun,https://dublincitymum.ie/listing/messyfun-2/,https://messyfun.ie/index.php/parties/,,"MessyFun | offers vibrant, sensory-rich birthday parties ideal for children aged 9 months to 5½ years. | Each two-hour party includes around 75 minutes of messy play, featuring up to eight themed activity stations of your choice — from colourful slime and foam to painting and water play — followed by time for cake and socialising. | The venue is yours exclusively during the party, complete with a creative art station stocked with unlimited supplies. Extras like bubbles or a glow-in-the-dark theme can be added for extra excitement, and there’s tea and coffee for adults so everyone enjoys the fun, mess and all!","Dublin, D6W AV82, Ireland",53.308869,-6.282354,Party Venues,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_19-10-2025_10052_messyfun.ie_-640x600.jpeg
Mettle & Bloom,https://dublincitymum.ie/listing/mettle-bloom/,https://mettleandbloom.com/,,"Mettle & Bloom | was built on the belief that jewellery should celebrate you, your strength, your story, your bloom. The motto “Nurture Your Mettle to Reach Your Bloom” captures their ethos: each collection is named after a woman who’s dared, done and grown — and each piece carries a story of resilience, hope and individuality. | Designed in Ireland and crafted to last, their gold and silver jewellery blends colour, texture and meaning. perfect for everyday wear, family outings or those milestone moments you’ll want to remember.",,,,Jewellery Designers,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_26-10-2025_9542_www.instagram.com_-651x600.jpeg
Milano – Dawson St.,https://dublincitymum.ie/listing/milano-dawson-st/,https://www.milano.ie/,+35316707744,"Milano – Dawson Street | (38 Dawson Street, Dublin 2) | A cozy neighbourhood favourite since 1995, Milano brings classic Neapolitan-style pizza to family tables in a relaxed, friendly setting. The Piccolo Menu is tailor-made for little appetites, and they even run fun kids’ pizza-making parties—so children are encouraged to get creative before digging in. The atmosphere is welcoming without feeling touristy, and with mid-range pricing, it’s a reliable choice for stress-free family meals. | Kids Menu: | Yes | High Chairs: | Yes | Baby Changing: | Yes | Why It’s Great: | Sociable vibe, trusted Italian flavours, and engaging pizza-making activities for kids. Mid-range pricing keeps it accessible and enjoyable. | Nearby Family Activity: | Make it a full outing with a literary adventure at | MoLI (Museum of Literature Ireland) | —just a short stroll away. This beautifully curated museum delights kids and grown-ups alike with interactive exhibitions, the cozy LitLab for creative play, and peaceful gardens to explore. A perfect pairing for families looking to blend food, culture, and a dose of Dublin charm.","38 Dawson Street, Dublin 2, D02 AW24, Ireland",53.3406,-6.258678,Eat,,https://www.milano.ie/dublin-dawson-street/book/book-a-table,,https://dublincitymum.ie/wp-content/uploads/2025/05/Screenshot-67.png
Milano – Grand Canal,https://dublincitymum.ie/listing/milano-grand-canal/,https://www.milano.ie/,+35316799579,"Milano – Grand Canal | (Hanover Quay) | A peaceful escape for families craving polished Italian dining. Kids are well-catered for with menus and high chairs, and parents get refined pasta dishes without a hefty premium—mid-range and reliably delicious. | Kids Menu: | Yes | High Chairs: | Yes | Baby Changing: | Not listed | Why It’s Great: | Canal side dining where families can savour Italian fare in a laid-back way. | Nearby Family Activity: | Combine this with a visit to | EPIC – The Irish Emigration Museum | , a stunning interactive museum where the story of Ireland unfolds through immersive exhibits, holograms, and engaging hands-on features. Great for igniting conversation and curiosity from toddlers to teens, and loaded with interactive storytelling magic that makes history feel alive.","1 Hanover Quay, Docklands, Dublin 2, Ireland",53.344442,-6.237515,Eat,,,,https://dublincitymum.ie/wp-content/uploads/2025/05/Screenshot-73-800x540.png
Mimi & Bowe,https://dublincitymum.ie/listing/mimi-bowe/,https://www.mimiandbowe.ie/,,"Mimi & Bowe | is a gorgeous Irish brand created by Dublin-based mum Olwen McAuliffe, inspired by her twin daughters. The label specialises in beautifully soft, sustainable sleepwear and loungewear for children, pieces that look good, feel good, and do good. | Each collection is crafted from 100% GOTS-certified organic cotton in a family-run factory in Portugal, ensuring exceptional quality and ethical production from start to finish. The designs are simple, timeless, and practical. | With a focus on comfort, durability, and sustainability, Mimi + Bowe brings thoughtful style to kids’ everyday essentials. It’s Irish-designed, planet-friendly, and loved by parents who want to wrap their little ones in something truly special.","Dublin, Ireland",53.349805,-6.26031,kids Apparel,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-27-at-11.58.24-800x600.png
